"";"sg_empresa_icao";"nm_empresa";"sg_icao_origem";"sg_icao_destino";"sg_equipamento_icao";"nr_assentos_ofertados";"dt_partida_prevista_bsb";"hr_partida_prevista_bsb";"dt_chegada_prevista_bsb";"hr_chegada_prevista_bsb";"nr_voo";"semana";"h";"turno";"rota";"semana_chegada";"h_chegada";"turno_chegada";"embarques_preditos";"excedente";"saldo";"id_linha";"data_atualizacao"
"7276";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGL";"SBRF";"B738";186;2023-02-12;"21:30:00";2023-02-13;"00:20:00";"1968";"domingo";21;"noite";"SBGL-SBRF";"segunda-feira";0;"madrugada";155;31;155;7276;2023-02-08 04:18:46
"7277";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGL";"SBRF";"B38M";186;2023-02-13;"06:45:00";2023-02-13;"09:35:00";"2078";"segunda-feira";6;"manha";"SBGL-SBRF";"segunda-feira";9;"manha";160;26;160;7277;2023-02-08 04:18:46
"7278";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGL";"SBRF";"B38M";186;2023-02-13;"13:50:00";2023-02-13;"16:40:00";"2086";"segunda-feira";13;"tarde";"SBGL-SBRF";"segunda-feira";16;"tarde";161;25;161;7278;2023-02-08 04:18:46
"7279";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGL";"SBRF";"B738";186;2023-02-13;"21:30:00";2023-02-14;"00:20:00";"1968";"segunda-feira";21;"noite";"SBGL-SBRF";"terça-feira";0;"madrugada";154;32;154;7279;2023-02-08 04:18:46
"7280";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGL";"SBSG";"B38M";186;2023-02-08;"06:30:00";2023-02-08;"09:35:00";"2062";"quarta-feira";6;"manha";"SBGL-SBSG";"quarta-feira";9;"manha";151;35;151;7280;2023-02-08 04:18:46
"7281";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGL";"SBSG";"B738";186;2023-02-09;"06:30:00";2023-02-09;"09:35:00";"2062";"quinta-feira";6;"manha";"SBGL-SBSG";"quinta-feira";9;"manha";152;34;152;7281;2023-02-08 04:18:46
"7282";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGL";"SBSG";"B38M";186;2023-02-09;"23:55:00";2023-02-10;"03:00:00";"2044";"quinta-feira";23;"noite";"SBGL-SBSG";"sexta-feira";3;"madrugada";147;39;147;7282;2023-02-08 04:18:46
"7283";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGL";"SBSG";"B738";186;2023-02-10;"06:30:00";2023-02-10;"09:35:00";"2062";"sexta-feira";6;"manha";"SBGL-SBSG";"sexta-feira";9;"manha";153;33;153;7283;2023-02-08 04:18:46
"7284";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGL";"SBSG";"B738";186;2023-02-10;"23:55:00";2023-02-11;"03:00:00";"2044";"sexta-feira";23;"noite";"SBGL-SBSG";"sábado";3;"madrugada";147;39;147;7284;2023-02-08 04:18:46
"7285";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGL";"SBSG";"B38M";186;2023-02-11;"06:25:00";2023-02-11;"09:30:00";"2062";"sábado";6;"manha";"SBGL-SBSG";"sábado";9;"manha";152;34;152;7285;2023-02-08 04:18:46
"7286";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGL";"SBSG";"B38M";186;2023-02-12;"23:55:00";2023-02-13;"03:00:00";"2044";"domingo";23;"noite";"SBGL-SBSG";"segunda-feira";3;"madrugada";150;36;150;7286;2023-02-08 04:18:46
"7287";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGL";"SBSG";"B38M";186;2023-02-13;"06:30:00";2023-02-13;"09:35:00";"2062";"segunda-feira";6;"manha";"SBGL-SBSG";"segunda-feira";9;"manha";154;32;154;7287;2023-02-08 04:18:46
"7288";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGL";"SBSG";"B38M";186;2023-02-13;"23:55:00";2023-02-14;"03:00:00";"2044";"segunda-feira";23;"noite";"SBGL-SBSG";"terça-feira";3;"madrugada";148;38;148;7288;2023-02-08 04:18:46
"7289";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGL";"SBSV";"B738";186;2023-02-08;"15:05:00";2023-02-08;"17:10:00";"1932";"quarta-feira";15;"tarde";"SBGL-SBSV";"quarta-feira";17;"tarde";156;30;156;7289;2023-02-08 04:18:46
"7290";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGL";"SBSV";"B738";186;2023-02-10;"15:05:00";2023-02-10;"17:10:00";"1932";"sexta-feira";15;"tarde";"SBGL-SBSV";"sexta-feira";17;"tarde";158;28;158;7290;2023-02-08 04:18:46
"7291";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGL";"SBSV";"B38M";186;2023-02-11;"13:45:00";2023-02-11;"15:50:00";"9186";"sábado";13;"tarde";"SBGL-SBSV";"sábado";15;"tarde";158;28;158;7291;2023-02-08 04:18:46
"7292";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGL";"SBSV";"B738";186;2023-02-12;"09:35:00";2023-02-12;"11:40:00";"9186";"domingo";9;"manha";"SBGL-SBSV";"domingo";11;"manha";159;27;159;7292;2023-02-08 04:18:46
"7293";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGL";"SBSV";"B38M";186;2023-02-12;"22:00:00";2023-02-13;"00:05:00";"9136";"domingo";22;"noite";"SBGL-SBSV";"segunda-feira";0;"madrugada";155;31;155;7293;2023-02-08 04:18:46
"7294";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGL";"SBSV";"B38M";186;2023-02-13;"15:05:00";2023-02-13;"17:10:00";"1932";"segunda-feira";15;"tarde";"SBGL-SBSV";"segunda-feira";17;"tarde";159;27;159;7294;2023-02-08 04:18:46
"7295";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGL";"SBSV";"B738";186;2023-02-13;"22:00:00";2023-02-14;"00:05:00";"9136";"segunda-feira";22;"noite";"SBGL-SBSV";"terça-feira";0;"madrugada";153;33;153;7295;2023-02-08 04:18:46
"7296";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBBR";"B738";186;2023-02-08;"05:25:00";2023-02-08;"06:10:00";"1825";"quarta-feira";5;"madrugada";"SBGO-SBBR";"quarta-feira";6;"manha";130;56;0;7296;2023-02-08 04:18:46
"7297";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBBR";"B738";186;2023-02-09;"05:25:00";2023-02-09;"06:10:00";"1825";"quinta-feira";5;"madrugada";"SBGO-SBBR";"quinta-feira";6;"manha";131;55;0;7297;2023-02-08 04:18:46
"7298";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBBR";"B737";138;2023-02-10;"05:25:00";2023-02-10;"06:10:00";"1825";"sexta-feira";5;"madrugada";"SBGO-SBBR";"sexta-feira";6;"manha";104;34;0;7298;2023-02-08 04:18:46
"7299";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBBR";"B738";186;2023-02-11;"05:25:00";2023-02-11;"06:10:00";"1825";"sábado";5;"madrugada";"SBGO-SBBR";"sábado";6;"manha";131;55;0;7299;2023-02-08 04:18:46
"7300";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBBR";"B38M";186;2023-02-11;"18:35:00";2023-02-11;"19:25:00";"1747";"sábado";18;"noite";"SBGO-SBBR";"sábado";19;"noite";133;53;123;7300;2023-02-08 04:18:46
"7301";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBBR";"B738";186;2023-02-12;"05:25:00";2023-02-12;"06:10:00";"1825";"domingo";5;"madrugada";"SBGO-SBBR";"domingo";6;"manha";134;52;134;7301;2023-02-08 04:18:46
"7302";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBBR";"B738";186;2023-02-13;"05:25:00";2023-02-13;"06:10:00";"1825";"segunda-feira";5;"madrugada";"SBGO-SBBR";"segunda-feira";6;"manha";133;53;133;7302;2023-02-08 04:18:46
"7303";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBGR";"B38M";186;2023-02-08;"06:35:00";2023-02-08;"08:15:00";"1435";"quarta-feira";6;"manha";"SBGO-SBGR";"quarta-feira";8;"manha";146;40;0;7303;2023-02-08 04:18:46
"7304";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBGR";"B738";186;2023-02-08;"13:35:00";2023-02-08;"15:10:00";"1853";"quarta-feira";13;"tarde";"SBGO-SBGR";"quarta-feira";15;"tarde";146;40;0;7304;2023-02-08 04:18:46
"7305";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBGR";"B38M";186;2023-02-08;"18:15:00";2023-02-08;"19:50:00";"1441";"quarta-feira";18;"noite";"SBGO-SBGR";"quarta-feira";19;"noite";141;45;48;7305;2023-02-08 04:18:46
"7306";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBGR";"B737";138;2023-02-09;"06:35:00";2023-02-09;"08:15:00";"1435";"quinta-feira";6;"manha";"SBGO-SBGR";"quinta-feira";8;"manha";118;20;0;7306;2023-02-08 04:18:46
"7307";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBGR";"B38M";186;2023-02-09;"13:35:00";2023-02-09;"15:10:00";"1853";"quinta-feira";13;"tarde";"SBGO-SBGR";"quinta-feira";15;"tarde";148;38;113;7307;2023-02-08 04:18:46
"7308";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBGR";"B738";186;2023-02-09;"18:05:00";2023-02-09;"19:45:00";"1441";"quinta-feira";18;"noite";"SBGO-SBGR";"quinta-feira";19;"noite";141;45;141;7308;2023-02-08 04:18:46
"7309";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBGR";"B38M";186;2023-02-10;"06:35:00";2023-02-10;"08:15:00";"1435";"sexta-feira";6;"manha";"SBGO-SBGR";"sexta-feira";8;"manha";149;37;39;7309;2023-02-08 04:18:46
"7310";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBGR";"B738";186;2023-02-10;"13:35:00";2023-02-10;"15:10:00";"1853";"sexta-feira";13;"tarde";"SBGO-SBGR";"sexta-feira";15;"tarde";148;38;148;7310;2023-02-08 04:18:46
"7311";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBGR";"B738";186;2023-02-10;"18:15:00";2023-02-10;"19:50:00";"1441";"sexta-feira";18;"noite";"SBGO-SBGR";"sexta-feira";19;"noite";142;44;142;7311;2023-02-08 04:18:46
"7312";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBGR";"B38M";186;2023-02-11;"06:35:00";2023-02-11;"08:15:00";"1435";"sábado";6;"manha";"SBGO-SBGR";"sábado";8;"manha";147;39;14;7312;2023-02-08 04:18:46
"7313";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBGR";"B738";186;2023-02-11;"13:35:00";2023-02-11;"15:10:00";"1853";"sábado";13;"tarde";"SBGO-SBGR";"sábado";15;"tarde";147;39;147;7313;2023-02-08 04:18:46
"7314";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBGR";"B738";186;2023-02-12;"06:35:00";2023-02-12;"08:15:00";"1435";"domingo";6;"manha";"SBGO-SBGR";"domingo";8;"manha";149;37;149;7314;2023-02-08 04:18:46
"7315";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBGR";"B738";186;2023-02-12;"13:35:00";2023-02-12;"15:10:00";"1853";"domingo";13;"tarde";"SBGO-SBGR";"domingo";15;"tarde";150;36;150;7315;2023-02-08 04:18:46
"7316";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBGR";"B738";186;2023-02-12;"19:00:00";2023-02-12;"20:40:00";"1441";"domingo";19;"noite";"SBGO-SBGR";"domingo";20;"noite";144;42;144;7316;2023-02-08 04:18:46
"7317";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBGR";"B38M";186;2023-02-13;"06:35:00";2023-02-13;"08:15:00";"1435";"segunda-feira";6;"manha";"SBGO-SBGR";"segunda-feira";8;"manha";149;37;149;7317;2023-02-08 04:18:46
"7318";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBGR";"B738";186;2023-02-13;"13:35:00";2023-02-13;"15:10:00";"1853";"segunda-feira";13;"tarde";"SBGO-SBGR";"segunda-feira";15;"tarde";149;37;149;7318;2023-02-08 04:18:46
"7319";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBGR";"B738";186;2023-02-13;"18:15:00";2023-02-13;"19:50:00";"1441";"segunda-feira";18;"noite";"SBGO-SBGR";"segunda-feira";19;"noite";143;43;143;7319;2023-02-08 04:18:46
"7320";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSG";"B38M";186;2023-02-12;"06:50:00";2023-02-12;"09:40:00";"2126";"domingo";6;"manha";"SBGO-SBSG";"domingo";9;"manha";152;34;118;7320;2023-02-08 04:18:46
"7321";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-08;"07:20:00";2023-02-08;"09:00:00";"1501";"quarta-feira";7;"manha";"SBGO-SBSP";"quarta-feira";9;"manha";138;48;0;7321;2023-02-08 04:18:46
"7322";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-08;"10:30:00";2023-02-08;"12:10:00";"1433";"quarta-feira";10;"manha";"SBGO-SBSP";"quarta-feira";12;"tarde";138;48;0;7322;2023-02-08 04:18:46
"7323";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-08;"11:50:00";2023-02-08;"13:30:00";"1429";"quarta-feira";11;"manha";"SBGO-SBSP";"quarta-feira";13;"tarde";138;48;0;7323;2023-02-08 04:18:46
"7324";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-08;"14:40:00";2023-02-08;"16:15:00";"1497";"quarta-feira";14;"tarde";"SBGO-SBSP";"quarta-feira";16;"tarde";139;47;0;7324;2023-02-08 04:18:46
"7325";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-08;"16:30:00";2023-02-08;"18:10:00";"1431";"quarta-feira";16;"tarde";"SBGO-SBSP";"quarta-feira";18;"noite";139;47;113;7325;2023-02-08 04:18:46
"7326";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-08;"20:45:00";2023-02-08;"22:25:00";"1411";"quarta-feira";20;"noite";"SBGO-SBSP";"quarta-feira";22;"noite";133;53;133;7326;2023-02-08 04:18:46
"7327";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-09;"07:20:00";2023-02-09;"09:00:00";"1501";"quinta-feira";7;"manha";"SBGO-SBSP";"quinta-feira";9;"manha";140;46;8;7327;2023-02-08 04:18:46
"7328";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-09;"10:30:00";2023-02-09;"12:10:00";"1433";"quinta-feira";10;"manha";"SBGO-SBSP";"quinta-feira";12;"tarde";140;46;140;7328;2023-02-08 04:18:46
"7329";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B38M";186;2023-02-09;"11:50:00";2023-02-09;"13:30:00";"1429";"quinta-feira";11;"manha";"SBGO-SBSP";"quinta-feira";13;"tarde";141;45;141;7329;2023-02-08 04:18:46
"7330";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B38M";186;2023-02-09;"16:20:00";2023-02-09;"17:55:00";"1431";"quinta-feira";16;"tarde";"SBGO-SBSP";"quinta-feira";17;"tarde";141;45;141;7330;2023-02-08 04:18:46
"7331";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-09;"20:45:00";2023-02-09;"22:25:00";"1411";"quinta-feira";20;"noite";"SBGO-SBSP";"quinta-feira";22;"noite";135;51;135;7331;2023-02-08 04:18:46
"7332";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B38M";186;2023-02-10;"07:20:00";2023-02-10;"09:00:00";"1501";"sexta-feira";7;"manha";"SBGO-SBSP";"sexta-feira";9;"manha";142;44;13;7332;2023-02-08 04:18:46
"7333";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-10;"10:30:00";2023-02-10;"12:10:00";"1433";"sexta-feira";10;"manha";"SBGO-SBSP";"sexta-feira";12;"tarde";141;45;141;7333;2023-02-08 04:18:46
"7334";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-10;"11:50:00";2023-02-10;"13:30:00";"1429";"sexta-feira";11;"manha";"SBGO-SBSP";"sexta-feira";13;"tarde";141;45;141;7334;2023-02-08 04:18:46
"7335";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-10;"14:40:00";2023-02-10;"16:15:00";"1497";"sexta-feira";14;"tarde";"SBGO-SBSP";"sexta-feira";16;"tarde";142;44;142;7335;2023-02-08 04:18:46
"7336";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-10;"16:30:00";2023-02-10;"18:10:00";"1431";"sexta-feira";16;"tarde";"SBGO-SBSP";"sexta-feira";18;"noite";142;44;142;7336;2023-02-08 04:18:46
"7337";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-10;"20:45:00";2023-02-10;"22:25:00";"1411";"sexta-feira";20;"noite";"SBGO-SBSP";"sexta-feira";22;"noite";136;50;136;7337;2023-02-08 04:18:46
"7338";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-11;"07:20:00";2023-02-11;"09:00:00";"1501";"sábado";7;"manha";"SBGO-SBSP";"sábado";9;"manha";140;46;0;7338;2023-02-08 04:18:46
"7339";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-11;"11:35:00";2023-02-11;"13:15:00";"1429";"sábado";11;"manha";"SBGO-SBSP";"sábado";13;"tarde";140;46;79;7339;2023-02-08 04:18:46
"7340";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-11;"14:40:00";2023-02-11;"16:15:00";"1497";"sábado";14;"tarde";"SBGO-SBSP";"sábado";16;"tarde";140;46;140;7340;2023-02-08 04:18:46
"7341";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-12;"07:20:00";2023-02-12;"09:00:00";"1501";"domingo";7;"manha";"SBGO-SBSP";"domingo";9;"manha";143;43;143;7341;2023-02-08 04:18:46
"7342";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-12;"10:30:00";2023-02-12;"12:10:00";"1433";"domingo";10;"manha";"SBGO-SBSP";"domingo";12;"tarde";143;43;143;7342;2023-02-08 04:18:46
"7343";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-12;"16:20:00";2023-02-12;"17:55:00";"1431";"domingo";16;"tarde";"SBGO-SBSP";"domingo";17;"tarde";143;43;143;7343;2023-02-08 04:18:46
"7344";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-12;"20:45:00";2023-02-12;"22:25:00";"1411";"domingo";20;"noite";"SBGO-SBSP";"domingo";22;"noite";137;49;137;7344;2023-02-08 04:18:46
"7345";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-13;"07:20:00";2023-02-13;"09:00:00";"1501";"segunda-feira";7;"manha";"SBGO-SBSP";"segunda-feira";9;"manha";141;45;141;7345;2023-02-08 04:18:46
"7346";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-13;"10:30:00";2023-02-13;"12:10:00";"1433";"segunda-feira";10;"manha";"SBGO-SBSP";"segunda-feira";12;"tarde";141;45;141;7346;2023-02-08 04:18:46
"7347";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-13;"11:50:00";2023-02-13;"13:30:00";"1429";"segunda-feira";11;"manha";"SBGO-SBSP";"segunda-feira";13;"tarde";141;45;141;7347;2023-02-08 04:18:46
"7348";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-13;"14:40:00";2023-02-13;"16:15:00";"1497";"segunda-feira";14;"tarde";"SBGO-SBSP";"segunda-feira";16;"tarde";142;44;142;7348;2023-02-08 04:18:46
"7349";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B737";138;2023-02-13;"16:30:00";2023-02-13;"18:10:00";"1431";"segunda-feira";16;"tarde";"SBGO-SBSP";"segunda-feira";18;"noite";113;25;113;7349;2023-02-08 04:18:46
"7350";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSP";"B738";186;2023-02-13;"20:45:00";2023-02-13;"22:25:00";"1411";"segunda-feira";20;"noite";"SBGO-SBSP";"segunda-feira";22;"noite";136;50;136;7350;2023-02-08 04:18:46
"7351";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGO";"SBSV";"B38M";186;2023-02-11;"11:50:00";2023-02-11;"13:50:00";"1959";"sábado";11;"manha";"SBGO-SBSV";"sábado";13;"tarde";150;36;150;7351;2023-02-08 04:18:46
"7352";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGR";"MDPC";"B38M";186;2023-02-08;"15:35:00";2023-02-08;"22:40:00";"7730";"quarta-feira";15;"tarde";"SBGR-MDPC";"quarta-feira";22;"noite";134;52;134;7352;2023-02-08 04:18:46
"7353";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGR";"MDPC";"B38M";186;2023-02-10;"15:35:00";2023-02-10;"22:40:00";"7730";"sexta-feira";15;"tarde";"SBGR-MDPC";"sexta-feira";22;"noite";137;49;137;7353;2023-02-08 04:18:46
"7354";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGR";"MDPC";"B38M";186;2023-02-11;"15:35:00";2023-02-11;"22:40:00";"7730";"sábado";15;"tarde";"SBGR-MDPC";"sábado";22;"noite";136;50;136;7354;2023-02-08 04:18:46
"7355";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGR";"SAAR";"B738";186;2023-02-08;"23:25:00";2023-02-09;"02:35:00";"7886";"quarta-feira";23;"noite";"SBGR-SAAR";"quinta-feira";2;"madrugada";72;114;72;7355;2023-02-08 04:18:46
"7356";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGR";"SAAR";"B38M";186;2023-02-10;"23:25:00";2023-02-11;"02:35:00";"7886";"sexta-feira";23;"noite";"SBGR-SAAR";"sábado";2;"madrugada";76;110;76;7356;2023-02-08 04:18:46
"7357";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGR";"SAAR";"B38M";186;2023-02-13;"23:30:00";2023-02-14;"02:40:00";"7886";"segunda-feira";23;"noite";"SBGR-SAAR";"terça-feira";2;"madrugada";76;110;76;7357;2023-02-08 04:18:46
"7358";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGR";"SABE";"B38M";186;2023-02-08;"10:40:00";2023-02-08;"13:40:00";"7682";"quarta-feira";10;"manha";"SBGR-SABE";"quarta-feira";13;"tarde";151;35;0;7358;2023-02-08 04:18:46
"7359";"GLO";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"SBGR";"SABE";"B38M";186;2023-02-08;"15:30:00";2023-02-08;"18:30:00";"7684";"quarta-feira";15;"tarde";"SBGR-SABE";"quarta-feira";18;"noite";152;34;0;7359;2023-02-08 04:18:46
